"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"17597",-121.88,37.31,28,3085,552,1277,512,4.5795,12.4791485655926
"17598",-121.89,37.3,47,1604,284,639,278,5.8415,12.5542616858186
"17599",-121.89,37.3,52,2071,362,825,364,4.2414,12.55954245852
"17600",-121.89,37.31,47,2986,627,1399,613,3.7455,12.4187617389405
"17603",-121.88,37.3,42,1867,398,927,389,4.325,12.4171436156101
"17604",-121.88,37.29,44,2026,396,908,383,4.1406,12.5212482822909
"17606",-121.89,37.3,46,2639,448,938,424,5.0662,12.7116847022433
"17607",-121.89,37.29,38,1568,351,710,339,2.7042,12.5658427943762
"17610",-121.92,37.29,34,943,135,378,139,5.1765,12.750139603076
"17612",-121.92,37.29,35,2189,307,800,320,7.6659,12.9643050727461
"17614",-121.93,37.29,36,2241,437,989,442,3.9625,12.5714099625476
"17616",-121.93,37.28,34,2422,370,1010,395,5.6494,12.8378761958491
"17618",-121.94,37.28,18,4356,1334,1968,1245,3.6294,12.3883942023241
"17620",-121.93,37.27,30,2862,544,1387,542,5.1104,12.5357360402221
"17621",-121.94,37.27,23,1932,552,997,482,3.662,12.2638697442564
"17623",-121.94,37.26,43,2104,388,1137,403,4.9236,12.3800259526536
"17624",-121.94,37.26,21,3843,716,1850,705,4.6758,12.4844616710704
"17628",-121.93,37.26,39,1103,175,446,163,2.8125,12.5821089429475
"17629",-121.92,37.26,33,1306,259,762,237,4.5208,12.3488734441618
"17630",-121.92,37.25,36,3874,656,1826,639,4.9662,12.4626509729306
"17632",-121.92,37.28,27,3028,486,1284,498,4.5833,12.6404490971328
"17633",-121.92,37.27,33,3280,569,1583,559,4.5625,12.4431191020134
"17635",-121.93,37.27,28,3428,753,1753,729,4.1033,12.5461099483159
"17636",-121.92,37.28,26,6201,783,2381,819,7.9819,12.8916915596693
"17637",-121.92,37.27,29,5536,862,2651,881,5.6358,12.5500168969901
"17638",-121.91,37.27,30,4412,862,2168,772,5.0062,12.3544926506484
"17641",-121.9,37.27,33,3410,583,1739,588,5.0714,12.4513690014855
"17642",-121.9,37.25,28,2714,502,1389,490,5.7385,12.3900594816432
"17643",-121.9,37.25,20,5483,1079,2892,1057,4.6845,12.4292161968444
"17649",-121.89,37.25,23,2705,449,1180,442,6.0791,12.6650785205664
"17650",-121.89,37.26,26,1864,331,956,325,5.5,12.3531987104205
"17651",-121.88,37.26,25,3025,689,1755,661,3.8893,12.2949988547246
"17657",-121.89,37.29,36,2959,529,1125,520,4.2614,12.5017228876311
"17658",-121.89,37.28,35,2418,375,988,374,6.0936,12.808747922926
"17659",-121.9,37.28,34,4613,749,2050,725,5.3922,12.6211579970153
"17660",-121.88,37.28,33,2951,529,1288,521,4.1554,12.6542779073145
"17661",-121.89,37.28,32,4308,717,2002,695,4.1645,12.5493076771022
"17662",-121.88,37.27,27,2019,335,1020,351,5.8178,12.49650094365
"17666",-121.87,37.32,39,1839,471,1528,456,2.6818,12.1275704173752
"17668",-121.88,37.32,38,1787,508,2113,530,2.6386,12.0872891095402
"17671",-121.87,37.3,28,859,199,455,211,2.3293,12.2825706165029
"17673",-121.87,37.3,14,360,124,134,84,2.7411,11.6307085006266
"17674",-121.88,37.3,16,2692,749,1674,681,2.6763,12.1605521302284
"17675",-121.86,37.32,13,2519,581,2094,530,4.3621,12.0633563433286
"17676",-121.85,37.33,19,2228,559,2845,551,2.6,12.0598901353521
"17677",-121.84,37.32,14,5762,1538,3979,1389,3.6953,12.1683707783462
"17678",-121.85,37.33,16,2987,874,4241,841,2.8024,11.7590039875669
"17683",-121.87,37.28,21,3305,749,2459,701,3.9688,12.4276149154774
"17684",-121.86,37.29,14,6160,1222,2472,1204,4.1444,12.091783499128
"17685",-121.85,37.28,17,4208,954,1476,904,2.3971,11.3793940723457
"17689",-121.84,37.29,4,2937,648,1780,665,4.3851,11.9854259744146
"17691",-121.83,37.31,19,11181,1895,7817,1853,5.6058,12.3575053492904
"17692",-121.83,37.3,17,1299,211,825,217,4.5,12.3707392670854
"17693",-121.81,37.29,15,5957,1037,3838,997,6.2907,12.4415399465332
"17695",-121.82,37.28,33,2873,489,1946,475,5.0709,12.0805094225548
"17696",-121.83,37.29,10,1828,453,1356,409,4.5943,11.7239964350502
"17698",-121.83,37.28,33,1115,250,1168,261,3.9009,12.0929039474245
"17699",-121.83,37.28,19,2644,833,2317,780,3.1042,12.1177877306626
"17702",-121.82,37.29,16,2085,394,1705,391,5.0225,12.3140297870353
"17703",-121.83,37.32,17,1887,664,1906,597,2.5652,12.0155172838091
"17705",-121.82,37.31,15,1504,294,1267,291,5.5145,12.2986518268233
"17706",-121.81,37.31,14,2731,578,1109,551,3.1382,11.8472525452451
"17707",-121.81,37.31,15,1898,395,1527,381,4.4792,12.2666972673466
"17709",-121.82,37.32,10,2506,623,2634,622,3.135,12.3519030937417
"17712",-121.81,37.33,4,5532,778,3651,770,7.2982,12.7454857261481
"17715",-121.79,37.34,20,2018,328,1196,323,4.9318,12.4776253360521
"17716",-121.8,37.35,15,2781,498,1389,475,5.614,12.3162714378282
"17718",-121.75,37.35,18,1947,250,605,184,8.1871,13.1223653774023
"17719",-121.77,37.33,8,3088,474,1799,456,7.2707,12.7807177820091
"17721",-121.78,37.34,11,3195,410,1774,418,7.0671,12.8431784352065
"17723",-121.79,37.33,18,3611,614,2381,642,5.6345,12.3501729895039
"17724",-121.79,37.33,10,3283,550,2491,522,6.6633,12.5556726207969
"17725",-121.78,37.33,10,2829,394,1510,386,6.68,12.7924694561432
"17728",-121.8,37.32,14,4412,924,2698,891,4.7027,12.3353449812343
"17729",-121.79,37.32,6,2850,561,2160,581,5.5336,12.3962796965981
"17730",-121.79,37.32,20,3034,451,1669,430,6.2742,12.3937962516131
"17731",-121.76,37.33,5,4153,719,2435,697,5.6306,12.5644461461045
"17732",-121.81,37.3,14,1870,348,1214,347,4.9769,12.136186518066
"17733",-121.81,37.31,15,1794,366,1533,371,5.7843,12.2543865058087
"17734",-121.8,37.31,15,1807,378,1277,341,4.5045,12.0106658491876
"17735",-121.8,37.3,16,906,149,605,148,4.8173,12.3698907307596
"17736",-121.81,37.3,15,1929,345,1683,347,5.5248,12.3698907307596
"17737",-121.8,37.31,21,2630,446,1789,389,5.0543,12.3544926506484
"17739",-121.78,37.31,25,2093,297,983,338,6.4664,12.5117174183561
"17740",-121.79,37.3,10,5469,950,3083,906,5.9399,12.3962796965981
"17741",-121.76,37.28,17,660,129,431,123,4.9097,12.3925522124728
"17742",-121.74,37.3,12,1961,280,985,269,6.7159,12.801331325271
"17746",-121.76,37.3,6,3526,559,1378,491,6.1463,12.7233772353939
"17747",-121.75,37.3,23,1801,415,548,393,2.5052,11.80335376309
"17749",-121.75,37.29,15,1486,310,455,296,4.3365,12.3059179804999
"17752",-121.84,37.33,26,1934,408,2059,416,3.6765,12.0051797031508
"17753",-121.83,37.32,21,4559,1163,5124,1124,3.2052,12.0951410848229
"17754",-121.82,37.35,24,2298,575,2409,569,3.4509,12.1139573566224
"17755",-121.82,37.34,23,7609,1446,6034,1414,4.8424,12.1822921168648
"17756",-121.81,37.35,28,3477,671,2990,648,4.4671,12.0587320576315
"17758",-121.8,37.35,27,2358,415,1562,383,5.2297,12.1694086611586
"17759",-121.8,37.35,17,2529,423,1756,429,5.1017,12.3913066237712
"17761",-121.83,37.33,27,3127,610,3257,604,4.6333,12.0645090812084
"17763",-121.83,37.34,26,1848,339,1952,327,4.087,12.1145054520047
"17764",-121.87,37.36,34,938,242,769,226,3.5625,12.1781874420406
"17767",-121.85,37.34,27,1481,409,1505,391,2.5769,11.8313791960888
"17769",-121.85,37.35,29,3515,807,3572,776,2.7562,11.9835538989848
"17772",-121.84,37.37,15,3315,1042,2749,1059,2.3199,11.8501117323251
"17773",-121.85,37.36,15,3148,1116,3556,1037,3.0466,11.9804259639978
"17774",-121.85,37.36,18,1525,485,1705,448,3.7198,11.7644620907857
"17775",-121.85,37.36,11,2109,592,2744,607,4.0452,12.2351458930159
"17776",-121.86,37.36,31,1602,358,1179,354,4.4896,11.9627263868984
"17778",-121.85,37.38,12,12980,2568,8190,2515,5.2415,12.5654938151369
"17779",-121.84,37.39,31,5524,914,2848,879,5.5592,12.3453997107513
"17780",-121.83,37.38,15,4430,992,3278,1018,4.5533,12.2543865058087
"17781",-121.84,37.38,33,835,181,781,169,5.1082,12.1848490090785
"17782",-121.83,37.38,31,3633,843,2677,797,3.2222,12.1270294381897
"17783",-121.83,37.37,43,821,149,370,135,4.25,12.2505678854167
"17784",-121.83,37.37,43,1461,284,800,258,3.2279,12.1139573566224
"17785",-121.84,37.37,42,1237,232,900,241,3.8571,12.1415341243926
"17787",-121.82,37.37,40,802,149,445,143,4.0446,12.1873993802646
"17788",-121.83,37.36,29,4045,885,3036,845,3.1982,12.0535040468856
"17791",-121.82,37.37,41,1558,281,970,304,4.4167,12.2793231072698
"17794",-121.82,37.36,34,1834,377,1450,347,3.7188,11.9922604216448
"17795",-121.82,37.37,42,2913,577,1873,580,3.7214,12.0311238430656
"17796",-121.81,37.39,34,2218,286,827,299,7.4559,13.0313439790172
"17798",-121.82,37.38,32,3747,665,1687,649,5.4949,12.7092692421317
"17799",-121.81,37.38,29,570,76,244,72,12.3292,12.9401218174105
"17800",-121.82,37.38,32,1650,246,768,263,6.8462,12.6788848270979
"17802",-121.79,37.38,22,3650,527,1637,520,5.3774,12.6934249131105
"17803",-121.81,37.36,20,3189,420,1234,389,7.5813,12.8322784203362
"17804",-121.87,37.39,9,2522,547,1591,481,4.9091,12.4672823976508
"17809",-121.87,37.41,17,3719,588,2089,561,6.7867,12.5197878950288
"17810",-121.87,37.4,16,1767,268,1061,280,6.9584,12.7702494447932
"17811",-121.86,37.4,19,4043,764,2196,708,6.1504,12.5002336840797
"17812",-121.87,37.39,16,1334,389,1103,415,3.7153,12.3449646443968
"17813",-121.86,37.39,17,1777,328,1235,329,5.4225,12.4611023857067
"17815",-121.82,37.42,13,3752,572,1581,526,6.1091,12.7050280967257
"17817",-121.84,37.4,25,1866,271,840,275,6.8677,12.5724503649303
"17818",-121.83,37.4,27,1145,150,492,160,5.716,12.7608194563541
"17821",-121.9,37.37,20,78,72,120,69,1.0938,12.1415341243926
"17823",-121.87,37.38,14,3851,534,2052,478,7.0735,12.7236752535752
"17826",-121.88,37.4,9,6751,1575,4240,1438,5.34,12.4583865741442
"17829",-121.86,37.4,16,2391,369,1419,373,5.8721,12.4979957122392
"17830",-121.86,37.4,21,1386,260,946,257,6.5226,12.4626509729306
"17831",-121.85,37.41,25,1837,278,1006,271,6.6842,12.4886165401258
"17832",-121.85,37.4,23,1793,319,1145,310,5.5968,12.4016394290741
"17835",-121.86,37.41,16,1603,287,1080,296,6.1256,12.4946293353926
"17836",-121.86,37.41,16,1489,262,945,263,7.3861,12.4950039373824
"17838",-121.9,37.44,12,4228,734,2594,732,6.6086,12.6095357509677
"17839",-121.9,37.44,4,1646,408,853,410,5.0821,12.4893701196641
"17840",-121.9,37.44,9,957,139,532,142,8.6675,12.996800154429
"17842",-121.88,37.43,17,3469,896,2762,808,3.3884,12.4122734761141
"17843",-121.88,37.43,31,2573,474,1898,475,5.6651,12.2263653487979
"17844",-121.87,37.43,22,3805,596,2118,621,6.2892,12.4458766377375
"17846",-121.87,37.42,19,12128,2112,6810,2040,6.4419,12.4855965302805
"17847",-121.87,37.41,24,3308,548,1891,544,5.6683,12.4240026297915
"17848",-121.88,37.41,23,3224,652,2183,655,4.3807,12.3322646707679
"17849",-121.86,37.42,20,5032,808,2695,801,6.6227,12.486730103045
"17850",-121.87,37.42,25,4430,729,2685,721,5.6965,12.4726587546872
"17851",-121.88,37.44,17,1621,299,1028,293,5.2722,12.1383289934437
"17853",-121.88,37.44,26,1471,348,1089,320,5.3057,12.3300586253112
"17856",-121.88,37.46,5,1819,245,802,228,10.9722,13.1223653774023
"17857",-121.89,37.45,15,2428,513,1687,519,4.75,12.4466631104481
"17859",-121.87,37.46,43,91,12,58,16,15.0001,13.1223653774023
"17861",-121.91,37.46,26,2762,496,1716,459,5.6062,12.3318238508357
"17863",-121.9,37.45,16,2952,446,1525,460,5.6063,12.6776375553429
"17866",-121.89,37.42,26,40,8,52,7,7.7197,12.3238556811866
"17867",-121.92,37.45,10,3937,1054,2032,1002,3.2617,12.437977702513
"17868",-121.91,37.44,26,1669,276,951,278,4.7794,12.3274049306977
"17869",-121.91,37.44,19,2174,484,1645,484,5.0362,12.4494109041299
"17877",-121.99,37.39,25,3495,834,2484,797,4.8145,12.3488734441618
"17878",-122.02,37.4,33,2015,484,1285,419,4.0655,12.3318238508357
"17879",-122.01,37.4,14,4841,1130,813,517,3.7614,11.8313791960888
"17880",-122,37.4,17,5121,1017,1470,968,2.9706,11.3059012955359
"17882",-122,37.4,35,1542,298,1164,318,5.9145,12.3753933901469
"17883",-122.01,37.4,24,1297,297,441,282,3.1439,10.7684849900227
"17885",-121.96,37.41,17,3208,617,2286,602,5.2937,12.3800259526536
"17886",-121.97,37.4,17,2937,558,1662,533,5.8792,12.4509776886259
"17887",-121.96,37.39,20,1032,229,658,238,4.5062,12.298195934406
"17889",-121.95,37.38,22,765,198,390,176,3.1812,11.3793940723457
"17890",-121.95,37.41,13,2164,412,1087,411,4.7625,11.8313791960888
"17891",-121.94,37.42,16,3936,788,1910,769,4.7049,11.6307085006266
"17895",-121.95,37.37,39,446,129,317,127,3.0357,12.2467346272491
"17897",-121.95,37.36,25,3472,956,2267,944,2.7727,12.3698907307596
"17898",-121.93,37.35,36,1823,410,1589,387,3.1065,12.363503653479
"17900",-121.98,37.37,36,1651,344,1062,331,4.575,12.2802520437044
"17901",-121.98,37.36,32,1199,229,814,238,4.6719,12.437581113176
"17902",-121.98,37.37,35,995,202,615,199,5.0942,12.2899541295109
"17903",-121.99,37.37,27,1797,538,1610,531,4.2422,12.3779229024568
"17904",-121.97,37.36,24,4841,894,2656,920,6.0573,12.4470561149727
"17908",-121.96,37.36,33,2581,623,1598,628,3.5199,12.4738070801723
"17911",-121.98,37.36,34,1735,318,1019,301,4.5625,12.3995813917147
"17912",-121.98,37.36,33,1582,272,809,267,5.7059,12.5679341161562
"17914",-121.98,37.36,35,1440,267,743,259,5.0866,12.4474489651054
"17915",-121.99,37.36,32,1754,324,917,330,4.6761,12.6058549705028
"17917",-121.99,37.36,33,2677,644,1469,633,3.2048,12.4753361324579
"17918",-121.99,37.36,33,2545,467,1287,458,5.5,12.5503713184009
"17919",-121.98,37.35,41,1150,249,729,260,3.5491,12.4726587546872
"17920",-121.99,37.35,18,1712,509,972,467,4.3971,12.3838003333139
"17921",-121.99,37.35,16,3249,947,1637,841,4.5427,12.1980404738329
"17922",-121.99,37.35,25,1527,325,707,339,4.375,12.265284505162
"17924",-121.97,37.35,30,1955,388,999,386,4.6328,12.5675858661092
"17926",-121.98,37.34,18,6649,1712,3604,1651,4.5368,12.6359051100866
"17928",-121.96,37.35,37,1755,325,699,321,3.925,12.4344027235317
"17929",-121.97,37.34,33,3162,722,1553,686,3.6682,12.4916274569658
"17931",-121.96,37.35,32,1484,274,673,272,5.2019,12.5421876755035
"17933",-121.94,37.35,52,906,227,1662,219,3.1667,12.352767024681
"17935",-121.95,37.35,48,1246,294,697,284,3.6118,12.3694661924386
"17937",-121.95,37.35,52,2382,523,1096,492,4.2656,12.3720107230736
"17939",-121.94,37.34,29,3377,853,1674,792,3.4233,12.342786468846
"17940",-121.94,37.34,41,2151,473,1092,469,3.7321,12.4292161968444
"17942",-121.94,37.33,37,1822,329,845,348,4.75,12.4336065451457
"17944",-121.95,37.34,25,5236,1320,2529,1213,3.1702,12.4533232721876
"17946",-121.95,37.33,36,1683,286,740,324,4.7604,12.5937131687258
"17947",-121.96,37.33,26,3269,788,1427,696,4.2136,12.5717568836265
"17948",-121.96,37.33,35,2294,411,1054,449,4.0667,12.5314117091591
"17949",-121.96,37.34,42,2001,402,942,375,4.4453,12.4505862225806
"17951",-121.96,37.34,18,4438,939,1901,895,5.3873,12.5717568836265
"17954",-121.98,37.33,30,2645,462,1506,480,6.3716,12.7083619382739
"17956",-121.99,37.34,27,3353,653,1571,621,5.273,12.6622308679539
"17958",-121.98,37.33,25,3223,612,1529,602,5.121,12.569325904829
"17959",-121.98,37.33,35,1907,326,912,313,5.9567,12.5923549342216
"17960",-121.99,37.33,35,1802,291,841,315,4.8365,12.65682974283
"17961",-121.99,37.33,33,2023,425,1016,405,3.9417,12.5630475444779
"17962",-121.98,37.31,28,3840,629,1883,662,6.4095,12.7245687756004
"17966",-121.99,37.32,20,4461,864,2042,808,4.7083,12.2908732472226
"17967",-121.98,37.31,32,2248,460,1191,419,5.606,12.5738358864543
"17968",-121.98,37.31,34,2034,359,1016,375,5.8127,12.5717568836265
"17969",-121.99,37.31,26,3285,502,1443,530,5.7833,12.7355237334193
"17970",-121.97,37.32,19,4620,1404,2672,1308,3.699,12.3779229024568
"17971",-121.96,37.32,11,1711,493,1094,543,3.73,12.3357842520518
"17972",-121.95,37.32,39,1164,199,619,231,4.6304,12.4806694784333
"17974",-121.95,37.31,27,4140,969,2135,893,3.6292,12.485974530663
"17976",-121.96,37.31,31,3890,711,1898,717,5.2534,12.5807348444833
"17979",-121.97,37.3,25,5463,1351,2758,1310,3.0079,12.5328552316039
"17980",-121.95,37.32,33,726,168,351,147,3.1458,12.5080273772687
"17981",-121.94,37.31,30,4238,1010,1914,972,3.7632,12.6346030265693
"17982",-121.95,37.31,27,2462,570,1278,565,3.5652,12.7053316329247
"17988",-121.94,37.29,22,2593,637,1249,623,3.75,12.2666972673466
"17989",-121.94,37.29,20,710,188,363,176,4.0962,12.2741984745778
"17990",-121.95,37.27,17,1330,271,408,258,1.7171,12.1079083967429
"17991",-121.95,37.28,52,777,148,362,144,4.0208,12.4780063610138
"17995",-121.98,37.3,30,3404,693,1794,633,4.6312,12.5539086408017
"17997",-121.98,37.29,31,2750,664,1459,660,3.2287,12.4871076752602
"18000",-121.97,37.28,27,2427,403,1301,438,5.0385,12.5328552316039
"18003",-121.98,37.28,27,3526,589,1725,553,5.7812,12.5245263766487
"18005",-121.99,37.29,32,2930,481,1336,481,6.4631,12.7486875917856
"18006",-121.96,37.3,23,4040,843,2181,843,4.0403,12.6228073458966
"18009",-121.97,37.29,25,4096,743,2027,741,5.3294,12.6125372539714
"18010",-121.97,37.29,29,2721,682,1602,646,3.337,12.4886165401258
"18011",-121.99,37.27,17,1527,267,775,260,5.9658,12.5353763926728
"18012",-121.98,37.27,25,3075,564,1633,543,5.2528,12.5039525429584
"18014",-121.96,37.28,28,5018,1066,2846,998,4.0174,12.5205183552512
"18015",-121.96,37.27,22,6114,1211,2983,1163,5.2533,12.502838336715
"18018",-121.96,37.26,22,1408,351,636,294,1.8542,12.7167982642958
"18019",-121.95,37.25,30,3298,634,1532,602,5.0863,12.7128902478986
"18020",-121.95,37.24,37,3109,541,1566,544,6.0235,12.9324127934459
"18021",-121.95,37.24,32,1382,239,705,251,6.0957,12.912629513
"18022",-121.96,37.24,26,3032,605,1208,562,5.4683,12.9736313236039
"18023",-121.96,37.25,35,1018,169,484,174,6.1648,12.8263802799132
"18025",-121.93,37.25,36,1089,182,535,170,4.69,12.4395624888985
"18026",-121.93,37.25,21,1354,289,639,273,4.5333,12.3639307301458
"18030",-121.91,37.24,24,5046,1001,2449,968,4.7118,12.523070772316
"18031",-121.91,37.24,30,2327,419,1114,372,4.7279,12.5135573452781
"18034",-121.94,37.24,26,2561,388,1165,393,7.3522,12.8043595450662
"18035",-121.93,37.24,26,2574,414,1096,428,6.0738,12.7245687756004
"18037",-121.91,37.23,22,2614,453,1240,462,6.0712,12.5128217806992
"18041",-121.97,37.23,22,2781,523,1291,516,4.6065,13.0078499906156
"18042",-121.98,37.22,46,10088,1910,3728,1781,5.2321,13.1223653774023
"18043",-121.96,37.22,35,4709,723,1866,694,8.492,13.1223653774023
"18045",-121.97,37.24,35,2553,533,1117,498,4.4063,12.9856268538309
"18046",-121.98,37.23,33,3585,935,1511,835,3.1176,12.8899267791785
"18047",-122,37.23,36,3191,430,1234,440,9.0704,13.1223653774023
"18050",-121.98,37.26,27,2331,461,1178,447,4.6654,12.7387576036491
"18052",-121.99,37.26,17,4034,611,1158,560,8.2069,13.0001957434301
"18053",-121.98,37.25,19,755,93,267,99,15,13.1223653774023
"18054",-121.99,37.25,25,1743,212,604,200,10.7582,13.1223653774023
"18055",-121.97,37.25,21,2775,389,856,350,7.9135,13.1151373323126
"18058",-122,37.27,33,1664,271,759,272,5.7876,12.9379596544061
"18060",-122.02,37.26,24,2411,299,847,299,10.2666,13.1223653774023
"18062",-122.01,37.25,31,1574,193,551,191,10.2311,13.1223653774023
"18064",-122.01,37.26,14,2561,404,1172,378,7.6107,13.1223653774023
"18066",-122.04,37.24,24,1521,209,539,192,11.1557,13.1223653774023
"18067",-122.02,37.24,28,2796,365,1085,363,10.6834,13.1223653774023
"18069",-122.02,37.29,18,2550,312,999,320,8.7939,13.1223653774023
"18070",-122.02,37.29,25,3845,492,1461,475,10.3979,13.1223653774023
"18075",-122,37.28,32,2782,495,1092,455,5.4103,12.7245687756004
"18077",-122.03,37.28,29,3752,468,1320,471,9.8937,13.1223653774023
"18081",-122.04,37.29,19,3625,432,1252,409,12.2145,13.1223653774023
"18082",-122.03,37.27,25,4460,553,1608,561,10.7958,13.1223653774023
"18083",-122.04,37.26,24,4973,709,1692,696,7.8627,13.1223653774023
"18084",-122.06,37.33,29,1945,269,826,275,8.248,13.119960492788
"18086",-122.05,37.31,25,4601,696,2003,666,8.0727,13.0291509956821
"18090",-122.06,37.33,23,4507,751,2167,722,7.0102,13.1223653774023
"18091",-122.07,37.31,24,4401,698,1818,685,7.2986,13.1223653774023
"18092",-122.08,37.3,30,2268,404,1197,372,7.0813,13.0925225353933
"18095",-122.06,37.34,13,2057,466,790,436,5.0081,12.5717568836265
"18096",-122.05,37.33,21,2052,346,933,351,5.3167,12.9391614331831
"18098",-122.05,37.33,17,3674,824,1364,694,6.3131,12.9863145329411
"18099",-122.04,37.33,22,4011,963,2206,879,4.5721,12.7691111407431
"18100",-122.04,37.32,27,2826,451,1259,439,5.7528,12.9747910129372
"18101",-122.04,37.31,29,2476,434,1217,416,6.2045,12.8835984451872
"18102",-122.04,37.31,24,3388,633,1627,585,5.154,12.7801547189312
"18104",-122.04,37.3,25,2366,417,1076,398,6.9238,12.7539049949253
"18106",-122.04,37.3,25,3807,600,1678,600,6.6818,12.9270781542185
"18107",-122.01,37.3,25,4044,551,1699,533,8.0837,12.8495042338442
"18109",-122,37.31,28,3811,585,1795,581,7.8383,12.8285290854674
"18110",-122,37.3,29,3429,524,1518,520,7.218,12.9009682966242
"18111",-122.03,37.31,19,2885,859,1520,784,3.375,12.5270685970119
"18114",-122.02,37.31,34,2629,433,1301,431,6.083,12.7408100893425
"18115",-122.02,37.31,35,2355,384,1248,378,5.9714,12.714395139078
"18117",-122.02,37.3,32,2134,328,903,322,6.359,12.7422735756274
